Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,source,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date,source_cluster_id,audit_status,hidden_gem_score,hidden_gem_reason
"Built the complete brand identity system for Strategy LLC from scratch, creating a visual framework that has remained in active use for over 15 years",Kansas Colloquies,[content],100.0,95.0,95.0,85.0,PASS,"The bullet is slightly light on specific metrics or the scale of the brand, though the 15-year longevity serves as a strong proxy for quality.",rewrite,1,,,2026-06-25 18:51:58,1236,CLEAN,92.0,"The claim of a 15-year shelf life for a brand identity system provides rare, objective proof of long-term strategic impact and design durability that far exceeds typical resume claims."
"Served as Editor-in-Chief for the Kansas Colloquies student newspaper, directing editorial content and reporting for 1.5 years",Kansas Colloquies,[generalist],100.0,90.0,95.0,70.0,PASS,The verb 'Served as' is passive and generic; it could be strengthened to highlight leadership or strategic impact.,rewrite,1,,,2026-06-25 18:52:11,1236,CLEAN,55.0,"While the leadership role is clear, the bullet lacks specific metrics regarding team size, publication reach, or tangible editorial impact to elevate it beyond a standard job description."
"Authored reported news and original columns as Editor-in-Chief, managing the layout and production of the student newspaper",Kansas Colloquies,[generalist],100.0,95.0,90.0,65.0,PASS,The bullet is slightly disconnected from the target persona of general marketing roles; it focuses heavily on editorial tasks rather than marketing outcomes or audience growth.,rewrite,1,,,2026-06-25 18:52:24,1232,CLEAN,55.0,"While it demonstrates leadership and editorial responsibility, the bullet lacks specific metrics regarding circulation, team size, or the impact of the original columns to elevate it beyond a standard job description."
Executed classified advertisement orders by aligning client specifications with billing requirements to ensure 100% accuracy in ad placement and invoicing,Kansas Colloquies,[generalist],90.0,95.0,90.0,75.0,PASS,"The bullet is slightly administrative in nature and lacks a broader marketing impact, which may feel less relevant for senior marketing roles.",rewrite,2,,,2026-06-25 18:52:54,1237,CLEAN,45.0,"The bullet describes a routine administrative task using overly formal language, lacking the specific scale, volume, or strategic impact required to stand out as a hidden gem."
"Produced graphic design assets, news releases, and e-newsletters to drive pet adoption and animal welfare awareness",Humane Society of Greater Kansas City,[generalist],90.0,90.0,95.0,75.0,PASS,The bullet lacks specific metrics or outcomes to quantify the impact of the design assets and newsletters on adoption rates.,rewrite,2,,,2026-06-25 18:53:28,1238,CLEAN,45.0,"The bullet is generic and lacks specific metrics, such as the percentage increase in adoption rates or the reach of the newsletters, which would elevate it from a task description to an impact statement."
"Produced graphic design projects, news releases, and e-newsletters to drive donor engagement and pet adoption awareness",Humane Society of Greater Kansas City,[generalist],90.0,90.0,95.0,75.0,PASS,The bullet is slightly generic and lacks specific metrics or outcomes to demonstrate the scale of the engagement or adoption impact.,rewrite,1,,,2026-06-25 18:53:40,1239,CLEAN,45.0,"The bullet is generic and lacks specific metrics or outcomes, failing to demonstrate the actual scale or success of the donor engagement and adoption efforts."
"Produced graphic design projects, news releases, and e-newsletters, and delivered a live TV interview on KCTV 5 to promote pet adoption",Humane Society of Greater Kansas City,[generalist],100.0,90.0,95.0,60.0,PASS,"The bullet is slightly list-heavy and lacks a specific outcome or metric (e.g., number of adoptions or reach) to demonstrate the impact of the promotion.",rewrite,1,,,2026-06-25 18:53:54,1239,CLEAN,78.0,"The inclusion of a live TV interview provides a rare, high-stakes communication credential that distinguishes the candidate from peers who only list standard marketing tasks."
"Produced graphic design assets, news releases, and e-newsletters for animal adoption and fundraising campaigns, including a live TV interview on KCTV 5 to drive pet adoption",Humane Society of Greater Kansas City,[generalist],90.0,90.0,95.0,75.0,PASS,The bullet is slightly broad; it could be strengthened by quantifying the impact of the campaigns or the reach of the TV appearance.,rewrite,1,,,2026-06-25 18:54:08,1241,CLEAN,78.0,"The inclusion of a live TV appearance provides a rare, high-stakes proof point of communication skills and public advocacy that elevates the bullet above standard marketing tasks."
Produced B2B print campaigns and developed a full visual brand identity system for Strategy LLC that remained in active use for over 15 years,Unisource Document Products,[generalist],100.0,95.0,95.0,85.0,PASS,The bullet is strong but could be improved by specifying the scale of the campaigns or the specific impact of the brand identity on business growth.,rewrite,2,,,2026-06-25 18:54:40,1242,CLEAN,92.0,"The mention of a brand identity remaining in active use for over 15 years provides rare, long-term proof of design durability and client satisfaction that far exceeds standard portfolio claims."
"Produced graphic design projects, news releases, and e-newsletters for the Humane Society of Greater Kansas City to promote pet adoption",Misc. / Unassigned,[generalist],90.0,90.0,95.0,75.0,PASS,"The bullet is slightly generic and lacks specific metrics or outcomes (e.g., impact on adoption rates or engagement numbers) to elevate it from a task-based description to an achievement-based one.",rewrite,2,,,2026-06-25 18:56:08,1308,CLEAN,55.0,"The bullet is clear and functional but relies on generic task-based language that lacks specific metrics, outcomes, or evidence of the candidate's unique creative impact."
"Managed Hot Zone territory of 1,578 schools across 100+ districts using a self-built tracking system and Salesforce reports to optimize account prioritization",Blockbuster,[generalist],95.0,90.0,95.0,85.0,PASS,"The term 'Hot Zone' is internal jargon that may require brief context for external recruiters, though it is specific enough to be credible.",rewrite,1,,,2026-06-25 18:56:25,1246,CLEAN,88.0,"The combination of a precise, high-volume metric (1,578 schools) and the proactive creation of a custom tracking system demonstrates both scale and technical initiative beyond standard account management."
"Managed a Hot Zone territory of 1,578 schools across 100+ districts using a custom multi-stakeholder tracking system to optimize account prioritization and geographic mapping",Blockbuster,[generalist],95.0,90.0,95.0,85.0,PASS,The term 'Hot Zone' is internal jargon that may require brief context for recruiters outside of the specific organization.,rewrite,2,,,2026-06-25 18:57:47,1249,CLEAN,88.0,The bullet demonstrates high-level operational complexity by quantifying a massive territory and highlighting the creation of a proprietary system to solve a specific logistical challenge.
Resolved membership and late-fee disputes at the point of sale while managing over 100 rentals and returns per shift,Blockbuster,[generalist],90.0,90.0,95.0,60.0,PASS,"The bullet is highly operational and lacks a connection to marketing skills or strategic impact, which makes it less relevant for a general marketing persona.",rewrite,1,,,2026-06-25 18:58:00,1251,CLEAN,65.0,"While the volume metric provides helpful context for operational pace, the task itself is common for retail and lacks a unique or high-level strategic impact."
Produced multimedia campaign materials and monitored Google Analytics to drive product awareness and seasonal sales growth during the 2008 UDP Tailgate Product Show,GameStop,[generalist],100.0,90.0,95.0,85.0,PASS,"The bullet is slightly dated given the 2008 timeframe, which may not be relevant for modern marketing roles unless framed as foundational experience.",rewrite,1,,,2026-06-25 19:01:38,1254,CLEAN,55.0,"The bullet is competent and provides context, but it relies on generic corporate terminology like 'produced multimedia campaign materials' rather than highlighting specific creative achievements or quantifiable sales growth."
