Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,source,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date,source_cluster_id,audit_status,hidden_gem_score,hidden_gem_reason,strength_category
Managed high-volume customer queues during peak weekend traffic to maintain consistent service speed and operational efficiency,Blockbuster,[generalist],85.0,80.0,90.0,65.0,FAIL,"The bullet lacks specific metrics or outcomes, making it feel generic. It also uses the word 'managed' which is a weak verb compared to more descriptive alternatives.",manual_rewritten,3,,,,1251,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Educated customers on product features and gaming specifications to drive holiday sales and increase satisfaction ratings,GameStop,[generalist],80.0,75.0,85.0,60.0,FAIL,The bullet lacks specific metrics or outcomes to validate the impact of the education provided. It uses generic language that does not distinguish the candidate's specific contribution from standard job duties.,manual_rewritten,3,,,,1253,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Coordinated store merchandising and inventory replenishment during high-traffic sales events to optimize customer flow and maintain operational continuity,GameStop,[generalist],90.0,85.0,90.0,75.0,PASS,"The bullet uses slightly generic corporate phrasing ('optimize customer flow', 'operational continuity') that lacks the specific, high-impact metrics found in the candidate's stronger marketing-focused achievements.",manual_rewritten,3,,,,1254,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Executed high-volume transaction processing during peak retail periods, including Black Friday, maintaining operational accuracy across hundreds of shifts at a high-traffic Kansas City commercial center",GameStop,[generalist],80.0,85.0,90.0,60.0,FAIL,"The bullet uses vague, buzzword-heavy language ('high-volume operational workflows', 'fast-paced commercial environment') that lacks specific context or measurable outcomes. It fails to connect the experience to marketing skills or provide evidence of the candidate's actual contribution.",manual_rewritten,3,,,,1255,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Audited and reconciled Salesforce CRM records across multiple short-term assignments to maintain data integrity and ensure operational continuity,Zales,[ops],85.0,80.0,90.0,85.0,PASS,The term 'multiple' is a low-impact filler word that weakens the specificity of the claim.,manual_rewritten,3,,,,1258,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Increased average order value by implementing targeted product recommendations and cross-selling warranty packages and accessories,Zales,[generalist],40.0,40.0,80.0,75.0,FAIL,"The bullet lacks specific metrics (e.g., percentage increase in AOV) and uses generic language ('implemented', 'targeted') without providing evidence of the scale or success of the initiative.",manual_rewritten,3,,,,1260,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"- Processed confidential payroll data and filing with 100% compliance, supporting audits and HR requirements.",Payroll,[ops],75.0,80.0,85.0,70.0,FAIL,"The bullet describes HR/Payroll administrative tasks which are irrelevant to the target persona of Marketing/RevOps. It lacks specific evidence or context related to the candidate's actual professional strengths in content, sales enablement, or systems building.",manual_accepted,3,,,,1262,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Executed integrated digital campaigns using Google Ads and SEO strategies, monitoring performance via Google Analytics to increase visibility for apparel and accessories styling",Misc. / Unassigned,[generalist],85.0,80.0,90.0,85.0,FAIL,"The bullet lacks specific outcomes or metrics to prove the effectiveness of the campaigns, making it a generic description of tasks rather than a demonstration of impact.",manual_rewritten,3,,,,1265,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Built comprehensive product knowledge systems for Apple and third-party integrations to standardize technical messaging accuracy for B2B audiences,Misc. / Unassigned,[generalist],85.0,90.0,95.0,80.0,PASS,"The bullet uses high-level, vague corporate jargon ('architected', 'comprehensive', 'standardizing') without providing specific evidence or outcomes. It lacks a clear connection to the candidate's actual verified experience and fails to explain the impact of the 'standardization' on business results.",manual_rewritten,3,,,,1266,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"- Conceptualized and designed full brand identities across digital and social channels — including visual guidelines, platform optimized assets, and cohesive presentation materials.",Misc. / Unassigned,[ops],75.0,80.0,85.0,70.0,FAIL,The claim is unsupported by the provided source material and lacks relevance to the target persona of marketing operations or RevOps. The 15-year duration is unverifiable and likely outside the scope of the candidate's professional history.,manual_accepted,3,,,,1270,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Developed a cohesive brand identity system for social media channels, ensuring visual and messaging consistency across Twitter, Facebook, and YouTube during initial platform deployment",Misc. / Unassigned,[ops],85.0,80.0,90.0,75.0,PASS,"The claim lacks alignment with the candidate's verified background in sales enablement and marketing operations, and the 15-year duration is unverifiable and irrelevant to the target persona.",manual_rewritten,3,,,,1277,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Delivered personalized customer support and shopping assistance to families, improving the overall guest experience through high-touch service",Misc. / Unassigned,[generalist],90.0,85.0,90.0,40.0,FAIL,The bullet is generic and lacks quantifiable outcomes or specific evidence of marketing-relevant skills. It relies on soft-skill buzzwords like 'high-touch service' without demonstrating how this translates to business value.,manual_rewritten,3,,,,1284,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Analyzed Google Analytics and Google Ads data to refine campaign messaging, increasing visibility and user engagement across integrated digital campaigns",Misc. / Unassigned,[ops],85.0,80.0,90.0,85.0,FAIL,"The bullet uses vague, buzzword-heavy language ('optimize digital performance', 'integrated campaigns') and lacks specific metrics or concrete outcomes to prove the impact of the analysis.",manual_rewritten,3,,,,1291,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Optimized user acquisition and tracking by executing integrated paid and organic growth strategies via Google Ads, Meta Business Suite, and Google Analytics",Misc. / Unassigned,[mgmt] [ops],70.0,75.0,80.0,85.0,FAIL,"The bullet lacks specific outcomes or metrics to prove the 'optimization' claim, making it feel generic. It relies on buzzwords like 'integrated' and 'growth strategies' without providing evidence of the scale or impact of the work.",manual_rewritten,3,,,,1292,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Optimized inventory control and stock replenishment workflows to enhance backroom organization and fulfillment efficiency,Misc. / Unassigned,[generalist],80.0,85.0,90.0,65.0,PASS,"The bullet is generic and lacks specific metrics or outcomes, making it less impactful for a marketing-focused role.",manual_rewritten,3,,,,1294,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Maintained store operational readiness through systematic inventory management, stocking, and facility housekeeping to ensure a seamless customer experience",Misc. / Unassigned,[generalist],100.0,90.0,95.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or outcomes, and does not align with the target persona of marketing roles. It uses weak, passive language that fails to demonstrate impact or strategic value.",manual_rewritten,3,,,,1295,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Managed vendor communications and shipping logistics to maintain operational continuity across integrated digital campaigns,Misc. / Unassigned,[generalist],80.0,85.0,90.0,75.0,PASS,The bullet uses vague corporate jargon like 'seamless delivery' and 'integrated digital campaigns' without providing specific metrics or outcomes. It lacks the 'so what' factor that would allow a manager to understand the scale or impact of the coordination.,manual_rewritten,3,,,,1301,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
Managed high-volume POS operations and cash handling processes to ensure transaction accuracy and financial integrity during peak business periods,Misc. / Unassigned,[generalist],80.0,85.0,90.0,40.0,FAIL,"The bullet is generic and lacks specific metrics or outcomes; it also lacks relevance to marketing roles, failing to bridge the gap between operations and marketing skills.",manual_rewritten,3,,,,1307,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
"Executed end-to-end product demonstrations for select accounts, facilitating seamless hand-offs to Account Executives for final account setup and closure",Misc. / Unassigned,[mgmt],85.0,80.0,90.0,75.0,FAIL,Uses moderate-risk buzzwords like 'end-to-end' and 'facilitating'; lacks specific metrics or outcomes to prove the effectiveness of the demonstrations.,manual_rewritten,3,,,,1323,CLEAN,0.0,Not yet scored — needs gem detection run,Unscored
