cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date
1201,4,False,CLOSED_OUT,- 3.56 GPA | Awarded the Phi Theta Kappa Scholarship for academic excellence.,University of Kansas,[generalist],90.0,95.0,95.0,40.0,FAIL,The bullet fails because it is a list of credentials rather than a professional achievement or systems-based outcome statement. It lacks an action verb and does not describe a professional contribution or project.,,RETIRED,,,,2026-06-27
1201,4,False,CLOSED_OUT,- Awarded the Phi Theta Kappa Scholarship for academic excellence,University of Kansas,[generalist],90.0,95.0,100.0,40.0,FAIL,"The bullet describes an academic achievement rather than a professional outcome or system-level contribution, making it irrelevant for a professional experience section.",,RETIRED,,,,2026-06-27
1202,2,False,CLOSED_OUT,- 3.56 GPA | Phi Theta Kappa Scholarship recipient,University of Kansas,[generalist],40.0,50.0,80.0,20.0,FAIL,"The bullet fails because it is a list of credentials rather than a professional achievement or system-based outcome. It lacks an action verb, does not describe a professional contribution, and provides no context regarding the impact or relevance of these academic achievements to a professional role.",,RETIRED,,,,2026-06-27
1203,2,False,CLOSED_OUT,- Boosted social media reach by 800% as a marketing intern for the Lied Center of Performing Arts at KU.,University of Kansas,[generalist],65.0,60.0,90.0,70.0,FAIL,"The bullet uses a vague, unverifiable metric ('800%') without explaining the baseline or the methodology used to achieve it, which is a common red flag for intern-level claims. It also lacks context regarding the specific platforms or strategies employed.",,RETIRED,,,,2026-06-27
1207,2,False,CLOSED_OUT,"- Increased awareness for the Lied Center of Performing Arts as a Marketing Intern by distributing flyers, conducting consumer intercept surveys, and managing social media with an 800% increase in followers",University of Kansas,[content],40.0,30.0,70.0,50.0,FAIL,"The claim of an 800% increase in followers is highly implausible for a marketing intern role and lacks context regarding the starting baseline. The bullet also includes task-based descriptions (distributing flyers) rather than focusing on strategic outcomes, and the phrasing is generic.",,RETIRED,,,,2026-06-27
1212,5,False,CLOSED_OUT,- 3.75 GPA | Full academic scholarship; graduated with honors.,Kansas City Kansas Community College,[generalist],95.0,95.0,100.0,40.0,FAIL,"The bullet fails because it is a list of attributes rather than a professional achievement or system-based outcome. It also ends with a period, which violates the formatting constraints.",,RETIRED,,,,2026-06-27
1212,5,False,CLOSED_OUT,- 3.75 GPA; Full academic scholarship; graduated with honors,Kansas City Kansas Community College,[generalist],95.0,95.0,100.0,40.0,FAIL,"The bullet fails the manager test because it ends with a period and describes academic status rather than a professional system, infrastructure, or outcome-based achievement.",,RETIRED,,,,2026-06-27
1212,5,False,CLOSED_OUT,- Full academic scholarship; graduated with honors,Kansas City Kansas Community College,[generalist],90.0,95.0,100.0,40.0,FAIL,"The bullet ends with a period, which violates the strict formatting rule against trailing punctuation.",,RETIRED,,,,2026-06-27
1212,5,False,CLOSED_OUT,- GPA: 3.75 / Full academic scholarship; graduated with honors.,Kansas City Kansas Community College,[generalist],90.0,95.0,100.0,40.0,FAIL,The bullet fails because it is a list of credentials rather than a professional achievement or system-based outcome statement. It does not describe a professional action or contribution.,,RETIRED,,,,2026-06-27
1216,2,False,CLOSED_OUT,"- Led student newspaper (The Advocate) as editor-in-chief for 1.5 years, managing complete editorial process: content planning, writing, editing, layout coordination, and publication management",Kansas City Kansas Community College,[content] [writing],75.0,85.0,90.0,60.0,FAIL,"The bullet uses a dash in the prose (The Advocate) which violates the formatting rules, and it reads more like a list of tasks (content planning, writing, editing, etc.) rather than a high-level outcome or system-based achievement.",,RETIRED,,,,2026-06-27
1217,2,False,CLOSED_OUT,"- Led student newspaper as Editor-in-Chief for 1.5 years, managing content creation, design, and distribution processes.",Kansas City Kansas Community College,[content],65.0,70.0,85.0,60.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics (e.g., circulation size, team size, or growth percentages) and uses generic language ('managing content creation') that fails to demonstrate the impact or scale of the leadership.",,RETIRED,,,,2026-06-27
1220,3,False,CLOSED_OUT,"- Led student-run newspaper as Editor-in-Chief, managing all aspects of publication: writing content, handling layout, preparing files, coordinating with printers, and distributing newspapers across campus to ensure timely delivery",Kansas City Kansas Community College,[mgmt],65.0,70.0,80.0,40.0,FAIL,"The bullet reads as a task description rather than an outcome statement, uses a colon to list tasks, and contains a dash in prose which is prohibited by the rules.",,RETIRED,,,,2026-06-27
1220,3,False,CLOSED_OUT,"- Led student-run newspaper as editor-in-chief for 1.5 years, managing all aspects of publication: writing content, designing layout, preparing files, coordinating with printers, and distributing newspapers across campus to ensure timely delivery.",Kansas City Kansas Community College,[mgmt],65.0,70.0,80.0,50.0,FAIL,"The bullet uses a colon to list tasks, which reads as a task description rather than an outcome-focused statement. It also includes a dash in the prose, which violates the formatting rules.",,RETIRED,,,,2026-06-27
1221,2,False,CLOSED_OUT,"- Led student-run newspaper as editor-in-chief for 1.5 years, managing all aspects of publication.",Kansas City Kansas Community College,[mgmt],50.0,60.0,70.0,40.0,FAIL,"The bullet uses vague language ('managing all aspects') which fails to describe the actual system or outcome. It lacks specific metrics (e.g., circulation size, team size, or digital growth) and reads as a task description rather than an achievement-oriented statement.",,RETIRED,,,,2026-06-27
1222,2,False,CLOSED_OUT,"- 3.86 GPA / Studied color theory, typography, illustration, 3D concepts, desktop publishing, and film photography. ADDITIONAL BACKGROUND & VALUES",Johnson County Community College,[content],40.0,50.0,60.0,30.0,FAIL,"The bullet is a list of coursework rather than a professional achievement or system-based outcome. It fails the manager test because it does not describe a professional contribution, uses a slash (which functions as a separator/dash equivalent), and lacks any context regarding how these skills were applied to generate value.",,RETIRED,,,,2026-06-27
1225,3,False,CLOSED_OUT,- 3.86 GPA | Studied visual communication principles shaping marketing collateral and presentation design,Johnson County Community College,[content],40.0,50.0,60.0,30.0,FAIL,"The bullet fails because it describes a student activity rather than a professional outcome or system. It uses passive language ('Studied') instead of a strong action verb, lacks a professional context, and provides no evidence of application or impact in a business environment.",,RETIRED,,,,2026-06-27
1225,3,False,CLOSED_OUT,- 3.86 GPA; Studied visual communication principles shaping marketing collateral and presentation design,Johnson County Community College,[content],75.0,85.0,80.0,40.0,FAIL,"The bullet ends with a period, which violates the formatting constraints. Additionally, it describes academic study rather than professional systems or outcomes, making it weak for a professional experience section.",,RETIRED,,,,2026-06-27
1254,2,False,CLOSED_OUT,"- Supported store team with merchandising, restocking, and crowd management during high-traffic events.",GameStop,[generalist],40.0,50.0,70.0,30.0,FAIL,"The bullet uses a banned phrase ('Supported'), describes tasks rather than outcomes, lacks specific metrics or scale, and uses generic language that could apply to any retail role.",,RETIRED,,,,2026-06-27
1283,2,False,CLOSED_OUT,- Founding SDR: 10+ years in founder-led to Series B/C SaaS and EdTech; one of two SDRs who launched the outbound team,Misc. / Unassigned,[generalist],50.0,55.0,60.0,40.0,FAIL,"The bullet fails because it is a summary of experience rather than a specific outcome-based achievement. It uses a dash in prose, lacks a strong action verb, and reads as a list of credentials rather than a systems or infrastructure statement.",,RETIRED,,,,2026-06-27
1307,2,False,CLOSED_OUT,- POS Operations | Cash Handling & Reconciliation | High-Volume Transaction Management,Misc. / Unassigned,[generalist],20.0,40.0,50.0,30.0,FAIL,"The bullet is a list of keywords rather than a narrative statement. It fails to describe an action, a system, or an outcome. It lacks a strong action verb and provides no context regarding the scale or impact of the cash handling operations.",,RETIRED,,,,2026-06-27
127,2,False,CLOSED_OUT,"- Coached a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ sales accounts.",Treering Yearbooks,[content] [mgmt],,,,,,,,RETIRED,,,,2026-06-27
170,2,False,CLOSED_OUT,"- Consistently exceeded revenue goals, becoming the first SDR in company history to source $1M+ in new revenue.",Treering Yearbooks,[ops],,,,,,,,RETIRED,,,,2026-06-27
